"Sample","Hmsq","Hcos","Ans","IQ"
"R699-3-Me.mzXML",0.327103575981565,0,0.38961038961039,0.761095344802682
"R894-3-Bu.mzXML",0,0,0.311475409836066,0.896174863387978
"R894-3-Me.mzXML",0.356207187108022,0,0.255,0.796264270963993
"R909-3-Me.mzXML",0,0,0.307692307692308,0.897435897435897
"R921-3-Me.mzXML",0.356207187108022,0,0.391608391608392,0.750728140427862
"S055-3-EA.mzXML",0,0,0.25609756097561,0.914634146341463
"S103-3-Me.mzXML",0.327103575981565,0,0.287128712871287,0.795255903715716
"S143-3-Me.mzXML",0.356207187108022,0,0.397058823529412,0.748911329787522
"S197-3-Me.mzXML",0.802046492125594,0,0.298642533936652,0.633103657979251
"S205-3-EA.mzXML",0.712414374216044,0,0.275510204081633,0.670691807234108
"S205-3-Me.mzXML",0.920782221161602,0,0.277777777777778,0.60048000035354
"S237-3-Me.mzXML",0.542121725660498,0,0.289719626168224,0.722719549390426
"S296-3-Bu.mzXML",0.56457503405358,0.918295834054489,0.461538461538462,0.35186355678449
"S673-3-Bu.mzXML",0.898226517969136,0,0.123893805309735,0.65929322557371
"S673-3-Me.mzXML",0.948769510358905,0,0.182291666666667,0.622979607658143
"S744-3-Bu.mzXML",0.812521457344473,0,0.151785714285714,0.678564276123271
"S744-3-Me.mzXML",0.534310780662033,0.918295834054489,0.131652661064426,0.471913574739684
"S801-3-Me.mzXML",0.327103575981565,0,0.296703296703297,0.792064375771713
"S960-3-Me.mzXML",0.34585958007156,0,0.178247734138973,0.825297561929823
"S991-3-Bu.mzXML",0.802046492125594,0.918295834054489,0.266666666666667,0.337663669051083
"S991-3-EA.mzXML",0.356207187108022,0.918295834054489,0.284848484848485,0.480216164663001
"S991-3-Me.mzXML",0.969570350190125,0,0.327354260089686,0.567691796573396
"S996-3-EA.mzXML",0.56457503405358,1,0.335483870967742,0.36664703165956
"S996-3-Me.mzXML",0.684604600503707,0,0.291497975708502,0.67463247459593
"T001-3-Me.mzXML",0.56457503405358,0,0.349397590361446,0.695342458528325
"T003-3-Me.mzXML",0.327103575981565,0,0.338709677419355,0.77806224886636
"T029-3-Me.mzXML",0.56457503405358,0,0.283783783783784,0.717213727387546
"T131-3-Me.mzXML",0.356207187108022,0,0.445945945945946,0.732615622315344
"T138-3-Bu.mzXML",0.684604600503707,0,0.291139240506329,0.674752052996655
"T138-3-EA.mzXML",0.684604600503707,0,0.3,0.671798466498764
"T138-3-Me.mzXML",0.684604600503707,0,0.339366515837104,0.658676294553063
"T148-3-Bu.mzXML",0.356207187108022,0,0.25,0.797930937630659
"T148-3-EA.mzXML",0.56457503405358,0,0.276073619631902,0.71978378210484
"T148-3-Me.mzXML",0.28898309867586,0,0.31651376146789,0.798167713285417
"T250-3-Bu.mzXML",0,0,0.1417004048583,0.9527665317139
"T250-3-EA.mzXML",0.684604600503707,0,0.181347150259067,0.711349416412408
"T250-3-Me.mzXML",0.712414374216044,0,0.180392156862745,0.702397822973737
"T569-3-Bu.mzXML",0,0,0.291925465838509,0.902691511387164
"T569-3-EA.mzXML",0.327103575981565,0,0.303225806451613,0.789890205855607
"T569-3-Me.mzXML",0.796453035938273,0.811278124459133,0.288288288288288,0.367993517104769
"T584-3-Me.mzXML",0,0,0.30952380952381,0.896825396825397
"T603-3-Me.mzXML",0.356207187108022,0,0.438461538461538,0.735110424810146
"T799-3-Me.mzXML",0.683310763089587,0,0.125984251968504,0.730234994980636
"T849-3-Me.mzXML",0.56457503405358,0,0.274336283185841,0.720362894253527
"X482-3-Me.mzXML",0.356207187108022,0,0.274725274725275,0.789689179388901
"X891-3-Me.mzXML",0.712414374216044,0,0.387755102040816,0.633276841247713
"Y011-3-Bu.mzXML",0,0.918295834054489,0.375,0.568901388648503
"Y012-3-Me.mzXML",0.684604600503707,0,0.277310924369748,0.679361491708848
"Y202-3-Bu.mzXML",0,0,0.214285714285714,0.928571428571428
"Y202-3-Me.mzXML",0.356207187108022,0,0.27,0.791264270963993
"Y231-3-Me.mzXML",0.802046492125594,0,0.358208955223881,0.613248184216842
"Y237-3-EA.mzXML",0,0.918295834054489,0.288461538461538,0.597747542494657
"Y244-3-Bu.mzXML",0,0,0.421052631578947,0.859649122807018
"Y244-3-Me.mzXML",0.356207187108022,0.811278124459133,0.288461538461538,0.514684383323769
"Y254-3-Bu.mzXML",0.56457503405358,0,0.536585365853659,0.632946533364254
"Y254-3-Me.mzXML",0,0,0.411764705882353,0.862745098039216
"Y256-3-Me.mzXML",0.327103575981565,0,0.328125,0.781590474672812
"Y260-3-Me.mzXML",0.356207187108022,0,0.286821705426357,0.785657035821874
"Y280-3-Me.mzXML",0.327103575981565,0,0.209876543209877,0.821006626936186
"Y281-3-Me.mzXML",0.56457503405358,0,0.265060240963855,0.723454908327522
"Y282-3-EA.mzXML",0.327103575981565,0.918295834054489,0.165605095541401,0.529665164807515
"Y330-3-Me.mzXML",0.56457503405358,0,0.385245901639344,0.683393021435692
"Y486-3-EA.mzXML",0,0.918295834054489,0.258823529411765,0.607626878844582
"Y678-3-Me.mzXML",0.684604600503707,0,0.311688311688312,0.66790236260266
"Y679-3-EA.mzXML",0,0.918295834054489,0.318181818181818,0.587840782587897
"Y679-3-Me.mzXML",1,0,0.431034482758621,0.522988505747127
"Y681-3-Me.mzXML",0.356207187108022,0,0.242424242424242,0.800456190155912
