"parent mass","GNPSLibraryURL","AllGroups","G3","GNPSLinkout_Network","Data_Collector","tags","UniqueFileSources","RTMean","G5","G4","SpectrumID","G6","Instrument","MQScore","GNPSLinkout_Cluster","Smiles","IonMode","Library_Class","Adduct","SharedPeaks","Compound_Source","Compound_Name","G1","number of spectra","charge","componentindex","PI","MZErrorPPM","sum(precursor intensity)","INCHI","G2","Ion_Source","RTConsensus","MassDiff","precursor mass","DefaultGroups","cluster index","id"
841.506,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","S673-3-Me.mzXML|S673-3-Bu.mzXML",826.683,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=329778&show=true","","","","","","","",2,2,0,"-1","","",1623330,"",0,"",0,"",841.506,"G1",329778,"329778"
845.904,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","T799-3-Me.mzXML|S744-3-EA.mzXML|T799-3-Bu.mzXML|S744-3-Bu.mzXML|Y282-3-Me.mzXML",914.766,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=330389&show=true","","","","","","","",6,6,0,"-1","","",6573970,"",0,"",0,"",845.904,"G1",330389,"330389"
598.357,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000531537"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","mcruesemann","nan","S237-3-Bu.mzXML|T609-3-EA.mzXML",789.2435,0,0,"CCMSLIB00000531537",0,"qTof","0.100591","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=253025&show=true"," ","Positive","3","M+H","9","Crude","14-hydroxyrosamicin ",2,2,0,"-1","Moore","4.9982",168102," ",0,"LC-ESI",0,"0.00299072",598.357,"G1",253025,"253025"
647.261,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","T796-3-EA.mzXML|T796-3-Me.mzXML|X508-3-Bu.mzXML",1381.40666666667,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=275148&show=true","","","","","","","",3,3,0,"-1","","",170277,"",0,"",0,"",647.261,"G1",275148,"275148"
858.022,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","S673-3-EA.mzXML|S960-3-Bu.mzXML",903.487,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=332073&show=true","","","","","","","",2,2,0,"-1","","",1496970,"",0,"",0,"",858.022,"G1",332073,"332073"
769.429,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","P193-3-EA.mzXML|T796-3-EA.mzXML|R942-3-EA.mzXML|Y330-3-EA.mzXML|Q748-3-EA.mzXML",1414.66666666667,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=314673&show=true","","","","","","","",9,9,0,"-1","","",717788,"",0,"",0,"",769.429,"G1",314673,"314673"
406.198,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000079048"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","Garg_Neha","nan","S205-3-EA.mzXML",694.894,0,0,"CCMSLIB00000079048",0,"qTof","0.152922","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=11038&show=true","CN(C)CCOc1ccc(cc1)/C(=C(/CCCl)\\c2ccccc2)/c3ccccc3","Positive","1","[M+H]","6","Commercial","TOREMIFENE CITRATE",2,2,0,"-1","Dorrestein","12.3214",55047,"InChI=1S/C26H28ClNO/c1-28(2)19-20-29-24-15-13-23(14-16-24)26(22-11-7-4-8-12-22)25(17-18-27)21-9-5-3-6-10-21/h3-16H,17-20H2,1-2H3/b26-25-",0,"LC-ESI",0,"0.00500488",406.198,"G1",11038,"11038"
413.206,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000079861"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","VVP/LMS","nan","T029-3-Me.mzXML|B458-3-Me.mzXML|T148-3-Me.mzXML",560.393,0,0,"CCMSLIB00000079861",0,"qTof","0.057497","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=19717&show=true","Cc1coc2cc3oc(=O)c(CCC(=O)NCCCN4CCOCC4)c(C)c3cc12","Positive","1","M+H","6","NIH Natural Product Library","""MLS001158534-01!3-(3,5-dimethyl-7-oxofuro[3,2-g]chromen-6-yl)-N-(3-morpholin-4-ylpropyl)propanamide""",3,3,0,"-1","Dorrestein","4.87445",200337,"InChI=1S/C23H28N2O5/c1-15-14-29-20-13-21-19(12-18(15)20)16(2)17(23(27)30-21)4-5-22(26)24-6-3-7-25-8-10-28-11-9-25/h12-14H,3-11H2,1-2H3,(H,24,26)",0,"LC-ESI",0,"0.00201416",413.206,"G1",19717,"19717"
840.727,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=104&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","Y282-3-Bu.mzXML|T799-3-EA.mzXML|H963-3-Bu.mzXML|T799-3-Me.mzXML|S673-3-EA.mzXML|S673-3-Bu.mzXML|S744-3-Me.mzXML|H963-3-Me.mzXML|T799-3-Bu.mzXML|H963-3-EA.mzXML",868.160260869565,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=329358&show=true","","","","","","","",23,23,0,"104","","",23609800,"",0,"",0,"",840.727,"G1",329358,"329358"
657.477,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","S055-3-EA.mzXML|H877-3-EA.mzXML",1146.995,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=278268&show=true","","","","","","","",2,2,0,"-1","","",47083,"",0,"",0,"",657.477,"G1",278268,"278268"
489.338,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00004717627"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","MoNA:VF-NPL-QTOF000131","nan","T603-3-EA.mzXML|P105-3-Bu.mzXML",1342.25,0,0,"CCMSLIB00004717627",0,"ESI-QTOF","0.07530629999999999","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=186986&show=true","CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CCC4[C@@]5(C)C[C@@H](O)[C@H](O)C(C)(C)C5CC[C@]43C)[C@@H]2[C@@H]1O","positive","3","[M+H]+","8","isolated","(1S,4aR,6aS,6bR,10R,11R,12aR,14bS)-1,10,11-trihydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",2,2,0,"-1","MoNA","40.8474",174308,"InChI=1S/C30H48O5/c1-25(2)12-14-30(24(34)35)15-13-28(6)17(21(30)23(25)33)8-9-20-27(5)16-18(31)22(32)26(3,4)19(27)10-11-29(20,28)7/h8,18-23,31-33H,9-16H2,1-7H3,(H,34,35)/t18-,19?,20?,21-,22+,23+,27+,28-,29-,30+/m1/s1",0,"nan",0,"0.019989",489.338,"G1",186986,"186986"
568.297,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","H964-3-Me.mzXML|Q768-3-EA.mzXML|B536-3-EA.mzXML|T569-3-EA.mzXML|H963-3-EA.mzXML|S991-3-EA.mzXML|Y281-3-Bu.mzXML|Q884-3-EA.mzXML|S243-3-EA.mzXML|S197-3-EA.mzXML|Y231-3-Me.mzXML|Y260-3-EA.mzXML|H721-3-EA.mzXML|S996-3-EA.mzXML|B476-3-EA.mzXML|S863-3-EA.mzXML|R921-3-Me.mzXML|R114-3-EA.mzXML|S103-3-Me.mzXML|S744-3-EA.mzXML|R921-3-EA.mzXML|T250-3-EA.mzXML|T851-3-EA.mzXML|P105-3-Me.mzXML|X891-3-EA.mzXML|S051-3-EA.mzXML|R551-3-EA.mzXML|Y331-3-Me.mzXML|Y012-3-EA.mzXML|B476-3-Me.mzXML|S143-3-EA.mzXML|H941-3-EA.mzXML|R107-3-EA.mzXML|R894-3-EA.mzXML|H905-3-EA.mzXML|H898-3-EA.mzXML|S416-3-EA.mzXML|B458-3-EA.mzXML|T609-3-EA.mzXML|S296-3-EA.mzXML|Y231-3-EA.mzXML|S996-3-Me.mzXML|H964-3-EA.mzXML|Y234-3-EA.mzXML|S237-3-EA.mzXML|Y011-3-EA.mzXML|P105-3-EA.mzXML|R699-3-EA.mzXML|T029-3-EA.mzXML|R510-3-EA.mzXML|S205-3-EA.mzXML|S801-3-EA.mzXML|T138-3-EA.mzXML|T045-3-EA.mzXML|Y646-3-EA.mzXML|H732-3-EA.mzXML",945.077571428571,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=239689&show=true","","","","","","","",91,91,0,"10","","",9656280,"",0,"",0,"",568.297,"G1",239689,"239689"
759.221,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=241&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","S243-3-EA.mzXML|H721-3-EA.mzXML|R510-3-EA.mzXML|Y486-3-EA.mzXML|R114-3-EA.mzXML|Y685-3-EA.mzXML",1474.13615384615,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=314137&show=true","","","","","","","",13,13,0,"241","","",2489340,"",0,"",0,"",759.221,"G1",314137,"314137"
1401.53,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00004707649"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","MoNA:VF-NPL-QEHF016586","nan","T569-3-EA.mzXML",747.673,0,0,"CCMSLIB00004707649",0,"ESI-QFT","0.0660949","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=293066&show=true","C/C=C\\N=C(O)C1N=C(O)C(CC(=N)O)N=C(O)C(NC(=O)C(=O)C(C)CC)Cc2ccc(O)c(c2)-c2cccc3c2NC(=O)C3(O)C1O","positive","3","[M+Na]+","6","isolated","15-(carbamoylmethyl)-10,11,23-trihydroxy-18-(3-methyl-2-oxopentanamido)-9,14,17-trioxo-N-[(1Z)-prop-1-en-1-yl]-8,13,16-triazatetracyclo[18.3.1.0 ,?.0?, ?]tetracosa-1(23),2(7),3,5,20(24),21-hexaene-12-carboxamide",2,2,0,"-1","MoNA","24.1963",50528,"InChI=1S/C33H38N6O10/c1-4-11-35-30(46)25-27(43)33(49)19-8-6-7-17(24(19)39-32(33)48)18-12-16(9-10-22(18)40)13-20(37-31(47)26(42)15(3)5-2)28(44)36-21(14-23(34)41)29(45)38-25/h4,6-12,15,20-21,25,27,40,43,49H,5,13-14H2,1-3H3,(H2,34,41)(H,35,46)(H,36,44)(H,37,47)(H,38,45)(H,39,48)/b11-4-",0,"nan",0,"700.2810000000001",701.267,"G1",293066,"293066"
495.27,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","H964-3-Me.mzXML|H941-3-Bu.mzXML|H964-3-Bu.mzXML|H905-3-Bu.mzXML",1115.65555555556,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=189354&show=true","","","","","","","",18,18,0,"-1","","",1348680,"",0,"",0,"",495.27,"G1",189354,"189354"
766.531,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00010101203"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=382fedaf8ec0400b9323e2a170083f89&show=true","Thomas Metz","nan","T603-3-EA.mzXML|T796-3-EA.mzXML|B536-3-EA.mzXML|X508-3-EA.mzXML|S243-3-EA.mzXML|S197-3-EA.mzXML|S342-3-EA.mzXML|B476-3-EA.mzXML|R114-3-EA.mzXML|R921-3-EA.mzXML|T851-3-EA.mzXML|X891-3-EA.mzXML|S051-3-EA.mzXML|B527-3-EA.mzXML|Y012-3-EA.mzXML|H941-3-EA.mzXML|R107-3-EA.mzXML|H905-3-EA.mzXML|H898-3-EA.mzXML|B458-3-EA.mzXML|Y685-3-EA.mzXML|Y231-3-EA.mzXML|S103-3-EA.mzXML|H964-3-EA.mzXML|B440-3-EA.mzXML|Y011-3-EA.mzXML|P105-3-EA.mzXML|R699-3-EA.mzXML|Y486-3-EA.mzXML|T138-3-EA.mzXML|H646-3-EA.mzXML",1402.33566666667,0,0,"CCMSLIB00010101203",0,"HCD; Velos","0.0895066","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=314437&show=true","nan","Positive","1","M+H","6","Commercial","PE(18:1/20:4); [M+H]+ C43H77N1O8P1",60,60,0,"9","Thomas Metz","10.0327",7271670,"nan",0,"LC-ESI",0,"0.00769043",766.531,"G1",314437,"314437"
487.24,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","Q768-3-Me.mzXML|S991-3-Me.mzXML|R921-3-Me.mzXML|Y681-3-Me.mzXML|S996-3-Me.mzXML",588.796,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=183557&show=true","","","","","","","",5,5,0,"-1","","",389865,"",0,"",0,"",487.24,"G1",183557,"183557"
666.603,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=273&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","H643-3-Bu.mzXML|H643-3-EA.mzXML|H713-3-Bu.mzXML|T088-3-EA.mzXML",1323.75166666667,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=280117&show=true","","","","","","","",12,12,0,"273","","",2596850,"",0,"",0,"",666.603,"G1",280117,"280117"
430.912,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1134&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","H646-3-Me.mzXML|T045-3-Bu.mzXML|X891-3-Bu.mzXML|X891-3-Me.mzXML|S237-3-EA.mzXML|Y231-3-Me.mzXML|H898-3-Me.mzXML|Y678-3-EA.mzXML|S197-3-Bu.mzXML|Y231-3-Bu.mzXML|R416-3-EA.mzXML|Y012-3-EA.mzXML",1399.941875,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=102686&show=true","","","","","","","",48,48,0,"1134","","",3184540,"",0,"",0,"",430.912,"G1",102686,"102686"
466.27,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","Y678-3-Bu.mzXML|S197-3-Bu.mzXML",639.910333333333,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=167515&show=true","","","","","","","",3,3,0,"-1","","",96312,"",0,"",0,"",466.27,"G1",167515,"167515"
464.421,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=116&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","T088-3-Bu.mzXML|H713-3-Me.mzXML|H713-3-Bu.mzXML",1315.29857142857,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=167259&show=true","","","","","","","",14,14,0,"116","","",3132220,"",0,"",0,"",464.421,"G1",167259,"167259"
814.511,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","T799-3-Bu.mzXML|R416-3-Bu.mzXML",1018.7935,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=323413&show=true","","","","","","","",2,2,0,"-1","","",1760780,"",0,"",0,"",814.511,"G1",323413,"323413"
491.277,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00004708647"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","MoNA:VF-NPL-QEHF017584","nan","P193-3-EA.mzXML|H964-3-EA.mzXML|H941-3-EA.mzXML",1141.838,0,0,"CCMSLIB00004708647",0,"ESI-QFT","0.163322","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=187629&show=true","C=C[C@@]1(C)CCC2=C([C@H]1OC(C)=O)[C@H](OC(C)=O)CC1[C@]2(C)[C@@H](OC(C)=O)CC[C@@]1(C)C(=O)OC","positive","3","[M+H]+","6","isolated","methyl (1R,4S,4aS,7R,8S,9R)-4,8,9-triacetyloxy-7-ethenyl-1,4a,7-trimethyl-3,4,5,6,8,9,10,10a-octahydro-2H-phenanthrene-1-carboxylate",5,5,0,"-1","MoNA","26.4633",179464,"InChI=1S/C27H38O8/c1-9-25(5)12-10-18-22(23(25)35-17(4)30)19(33-15(2)28)14-20-26(6,24(31)32-8)13-11-21(27(18,20)7)34-16(3)29/h9,19-21,23H,1,10-14H2,2-8H3/t19-,20?,21+,23-,25+,26-,27-/m1/s1",0,"nan",0,"0.0130005",491.277,"G1",187629,"187629"
415.226,"http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000079430"," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","VVP/LMS","nan","Y231-3-Bu.mzXML|H941-3-EA.mzXML",373.889333333333,0,0,"CCMSLIB00000079430",0,"qTof","0.0421697","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=59004&show=true","COC1C(O)CC2CN3CCc4c([nH]c5cc(OC)ccc45)C3CC2C1C(=O)OC","Positive","1","M+H","8","NIH Natural Product Library","MLS002694431-01!",3,3,0,"-1","Dorrestein","7.27619",80598,"InChI=1S/C23H30N2O5/c1-28-13-4-5-14-15-6-7-25-11-12-8-19(26)22(29-2)20(23(27)30-3)16(12)10-18(25)21(15)24-17(14)9-13/h4-5,9,12,16,18-20,22,24,26H,6-8,10-11H2,1-3H3",0,"LC-ESI",0,"0.00302124",415.226,"G1",59004,"59004"
521.256,""," ",0,"https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=-1&task=382fedaf8ec0400b9323e2a170083f89&show=true","","","T584-3-Bu.mzXML|T584-3-Me.mzXML",1417.41666666667,0,0,"",0,"","","https://gnps.ucsd.edu//ProteoSAFe/result.jsp?task=382fedaf8ec0400b9323e2a170083f89&view=cluster_details&protein=210912&show=true","","","","","","","",6,6,0,"-1","","",631553,"",0,"",0,"",521.256,"G1",210912,"210912"
